Nr	Kurskod	Anmkod	Läsår	benämning	Enhet	creator	Kurstillfälle	Kursplan sve	Kursplan eng	Json	benamning
426	PLG0039	P0007	1617		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0007.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
427	PLG0039	P0008	1415		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0008.1415"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
428	PLG0039	P0011	1213		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0011.1213"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
429	PLG0039	P0012	1819		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0012.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
430	PLG0039	P0020	1314		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0020.1314"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
431	PLG0039	P0050	1213		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0050.1213"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0039"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0039"" target=""_blank"">Json</a>"	Introductory course for PhD students, 1.5 credits
432	PLG0040	P0084	1112		896	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0084.1112"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0040"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0040"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0040"" target=""_blank"">Json</a>"	Course 12912 Biorefinery, technologies and applications
433	PLG0041	P0021	1314		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0021.1314"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
434	PLG0041	P0021	1415		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0021.1415"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
435	PLG0041	P0022	1617		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0022.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
436	PLG0041	P0024	1718		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0024.1718"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
437	PLG0041	P0031	1213		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0031.1213"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
438	PLG0041	P0032	1516		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0032.1516"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0041"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0041"" target=""_blank"">Json</a>"	Research Design for PhD-students
439	PLG0042	P0022	1314		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0022.1314"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
440	PLG0042	P0029	1415		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0029.1415"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
441	PLG0042	P0040	1718		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0040.1718"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
442	PLG0042	P0042	1617		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0042.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
443	PLG0042	P0050	1819		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0050.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
444	PLG0042	P0053	1213		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0053.1213"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
445	PLG0042	P0058	1516		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0058.1516"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0042"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0042"" target=""_blank"">Json</a>"	Treatment of data - quantitative material
446	PLG0043	P0030	1415		896	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0030.1415"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0043"" target=""_blank"">Json</a>"	Treatment of data - qualitative material
447	PLG0043	P0041	1314		896	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0041.1314"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0043"" target=""_blank"">Json</a>"	Treatment of data - qualitative material
448	PLG0043	P0062	1213		896	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0062.1213"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0043"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0043"" target=""_blank"">Json</a>"	Treatment of data - qualitative material
449	PLG0044	P0044	1718		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0044.1718"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0044"" target=""_blank"">Json</a>"	Behandling av data i kvalitativ undersökning
450	PLG0044	P0053	1516		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0053.1516"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0044"" target=""_blank"">Json</a>"	Behandling av data i kvalitativ undersökning
451	PLG0044	P0053	1819		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0053.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0044"" target=""_blank"">Json</a>"	Behandling av data i kvalitativ undersökning
452	PLG0044	P0054	1617		638	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0054.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0044"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0044"" target=""_blank"">Json</a>"	Behandling av data i kvalitativ undersökning
453	PLG0045	P0013	1718		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0013.1718"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
454	PLG0045	P0017	1617		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0017.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
455	PLG0045	P0017	1819		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0017.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
456	PLG0045	P0032	1920		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0032.1920"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
457	PLG0045	P0033	2122		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0033.2122"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
458	PLG0045	P0083	2021		643	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0083.2021"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0045"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0045"" target=""_blank"">Json</a>"	Etik och vetenskapsfilosofi
459	PLG0046	P0048	1718		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0048.1718"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0046"" target=""_blank"">Json</a>"	Populärvetenskaplig kommunikationskurs
460	PLG0046	P0067	1920		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0067.1920"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0046"" target=""_blank"">Json</a>"	Populärvetenskaplig kommunikationskurs
461	PLG0046	P0075	2122		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0075.2122"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0046"" target=""_blank"">Json</a>"	Populärvetenskaplig kommunikationskurs
462	PLG0046	P0078	1617		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0078.1617"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0046"" target=""_blank"">Json</a>"	Populärvetenskaplig kommunikationskurs
463	PLG0046	P0090	1920		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0090.1920"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0046"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0046"" target=""_blank"">Json</a>"	Populärvetenskaplig kommunikationskurs
464	PLG0048	P0056	1819		644	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0056.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0048"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0048"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0048"" target=""_blank"">Json</a>"	Landscape Theory in Landscape Architectural and Landscape Planning practice in a Multiple-generational/cultural Society
465	PLG0049	P0028	2021		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0028.2021"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0049"" target=""_blank"">Json</a>"	How to write and publish a scientific paper
466	PLG0049	P0029	1920		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0029.1920"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0049"" target=""_blank"">Json</a>"	How to write and publish a scientific paper
467	PLG0049	P0029	2122		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0029.2122"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0049"" target=""_blank"">Json</a>"	How to write and publish a scientific paper
468	PLG0049	P0079	1819		632	ltv	"<a href=""https://slukurs.slu.se/arkivering/kurstillfallePhD.cfm?anmkod=P0079.1819"" target=""_blank"">Kurstillfalle</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan sv</a>"	"<a href=""https://slukurs.slu.se/arkivering/kursplanPhD.cfm?Kurskod=PLG0049"" target=""_blank"">Kursplan en</a>"	"<a href=""kursplanPhDJson.cfm?Kurskod=PLG0049"" target=""_blank"">Json</a>"	How to write and publish a scientific paper
